case_id,case_title,case_text,case_outcome
Case2387,Briginshaw v Briginshaw [1938] HCA 34 ; (1938) 60 CLR 336,"Ryan J held in C anturi v Sita Coaches Pty Ltd [2002] FCA 349 ; (2002) 116 FCR 276 ('C anturi ') at [44] that the onus of proof rests with the party alleging duress, the contravention must be proved on the balance of probabilities, and the cautions in Briginshaw v Briginshaw [1938] HCA 34 ; (1938) 60 CLR 336 are to be applied: ' [T] he onus of proving duress remains on the applicants and it is one which, having regard to the seriousness of the alleged contravention, has to be proved to the reasonable satisfaction of the Court in accordance with Briginshaw v Briginshaw [1938] HCA 34 ; (1938) 60 CLR 336.'",applied
Case2394,Croker v Deputy Registrar of the High Court of Australia [2003] FCA 34,"It is also the position that, in seeking to apply the rules of court of the High Court to documents sought to be filed by an applicant which sought an exercise or purported to seek an exercise of the judicial power of the Court, a registrar, or deputy registrar as the case may be, is exercising the judicial power of the Court on its behalf and as such is acting judicially and not administratively: see, for example, Croker v Deputy Registrar of the High Court of Australia [2003] FCA 34 ; Gunter v Doogan [2003] FCA 667.",referred to
Case2397,Aristoc Ltd v Rysta [1945] AC 68,"concept of a ""trade mark"" thus has both functional and formative aspects. It must be used ""to distinguish"" goods, that is ""to indicate the origin of the goods to which it is applied"": Aristoc Ltd v Rysta [1945] AC 68 at 96 (Lord MacMillan); and it must be capable of description as a ""sign"", which is defined in s 6 as: sign includes the following or any combination of the following, namely, any letter, word, name, signature, numeral, device, brand, heading, label, ticket, aspect of packaging, shape, colour, sound or scent.",cited
Case2406,Kowa Company Ltd v NV Organon [2005] FCA 1282 ; (2005) 66 IPR 131,"observations have been followed in several first instance decisions, albeit with varying degrees of caution: see Bennett J in Torpedoes Sportswear Pty Ltd v Thorpedo Enterprises Pty Ltd [2003] FCA 901 ; (2003) 59 IPR 318 ( Torpedoes ) at [16]-[22], Finn J in Austereo [2004] FCA 968 ; 61 IPR 257 at [4] - [5] and Lander J in Kowa Company Ltd v NV Organon [2005] FCA 1282 ; (2005) 66 IPR 131 at [123] - [141] . In Austereo , Finn J considered that he ought ""as a matter of comity"" apply the Lomas standard as adopted by Bennett J in Torpedoes . In Kowa , Lander J expressed some doubt about the point but considered he was bound by Lomas and the Full Court decision in Woolworths [1999] FCAFC 1020 ; 93 FCR 365.",cited
Case2421,Bullock v The Federated Furnishing Trades Society of Australasia (No 1) (1985) 5 FCR 464,"There was no dispute between the parties that the basis upon which interlocutory injunctive relief is granted requires the applicant for relief to demonstrate a serious question to be tried and that the balance of convenience favours the grant: Castlemaine Tooheys Ltd v South Australia [1986] HCA 58 ; (1986) 161 CLR 148. The two considerations are interdependent. As was said in Bullock v The Federated Furnishing Trades Society of Australasia (No 1) (1985) 5 FCR 464 (at 472): ... the two legs of the test need not be considered in isolation from each other. Thus an apparently strong claim may lead a court more readily to grant an injunction when the balance of convenience is fairly even. A more doubtful claim (which nevertheless raises ""a serious question to be tried"") may still attract interlocutory relief if there is a marked balance of convenience in favour of it.",cited
Case2425,Mills v Mills [1938] HCA 4 ; (1938) 60 CLR 150,"The directors have power to effect rights issues. That was not in dispute. The exercise of that power is constrained by their statutory and fiduciary obligations. It must be exercised in good faith in the best interests of the corporation and for a proper purpose: Directors of a company are fiduciary agents, and a power conferred upon them cannot be exercised in order to obtain some private advantage or for any purpose foreign to the power. Mills v Mills [1938] HCA 4 ; (1938) 60 CLR 150 at 185 (Dixon J) In that case the directors passed a resolution increasing the voting power of one of them but in the belief that it was in the best interests of the company. The fact that one of them derived a benefit from the resolution did not invalidate it if passed in good faith. If the purpose of the resolution had been simply to alter voting powers, then it would have been invalid.",cited
Case2427,"Utilicorp NZ Inc v Power New Zealand Ltd (1997) 8 NZCLC 261,465","Owen J considered the decision of the Full Court of the Supreme Court of South Australia in Woonda Nominees Pty Ltd v Chng (2000) 34 ACSR 558. After referring to the judgment of King CJ and the passage quoted above and also the decision of Giles J in Utilicorp NZ Inc v Power New Zealand Ltd (1997) 8 NZCLC 261,465, his Honour referred to the submission that he should find ""... that there is no principle of caretaker directors in Australian law"" (at 568). His Honour said (at 568): I simply cannot do that in the light of authority such as Paringa Mining .",cited
Case2432,Cadence Asset Management Pty Ltd v Concept Sports Ltd (2006) 58 ACSR 435,"As was observed by Young J in Cadence Asset Management Pty Ltd v Concept Sports Ltd (2006) 58 ACSR 435 at [35] [37] a cause of action can be pleaded at different levels of generality depending on the nature of the case and the subject matter and most pleadings set forth the material facts at a level which involves some element of conclusion. However, broad conclusions asserted at such a high level of generality that the opposite party cannot understand the case he or she has to meet are not sufficient.",applied
Case2435,Gold Coast City Council v Pioneer Concrete (Qld) Pty Ltd (1998) 157 ALR 135,"In anticipation of a claim by the Commission that the complexity of the case and the fact that the Commission cannot identify in proper fashion the precise case it hopes to make out until after discovery, Mr George maintains that it is necessary properly to plead the case ( Gold Coast City Council v Pioneer Concrete (Qld) Pty Ltd (1998) 157 ALR 135 at 154 per Drummond J). A badly pleaded case cannot, Mr George submits, be allowed to stand in the hope that the gaps and deficiencies will be remedied by subpoenas and discovery. He submits that a right to seek particulars is no answer and, in any event, the Commission has apparently provided such particulars as it can provide. He submits that if that is not the case, the Commission should provide such available particulars and, if there are none, the offending paragraphs and then the entire pleading should be struck out. The Commission has included as a particular, a reservation of a right to supplement the particulars after discovery.",cited
Case2436,Hamilton v Whitehead [1988] HCA 65 ; (1988) 166 CLR 121,"In Houghton v Arms [2006] HCA 59 ; (2006) 225 CLR 553, the High Court referred to Hamilton v Whitehead [1988] HCA 65 ; (1988) 166 CLR 121 where the High Court rejected the submission that a person who subsumes his personality in a company cannot be guilty both as a principal offender in his corporate persona and as an accessory as an individual ( Houghton at [45]). Mr George relied on a number of authorities that would argue against this proposition. However, in relying on this proposition, the pleading cannot be said to be unarguable so that, to the extent that it alleges liability both as the principal and as accessory, it should be struck out.",cited
Case2439,Meridian Global Funds Management Asia Ltd v Securities Commission [1995] 3 All ER 918,"Broadly, the Commission alleges that AAA Club meetings occurred for the purpose of coordinating prices in various markets, including but not limited to Australia. At some meetings the attenders have been identified. Some of the meetings were attended by the fourteenth respondent who was a servant or agent of APP Australia. APP Australia then implemented the agreed prices. Accepting that the Commission cannot identify all of the members of the group and that the pleading alleges directions by unidentified members, the Commission relies upon Meridian Global Funds Management Asia Ltd v Securities Commission [1995] 3 All ER 918. The Commission says that Meridian stands for the proposition that the process of determining whether a particular individual's act or knowledge is attributable to a corporation is complex and is based on all of the evidence. The Commission emphasises that this is established by the evidence, not the pleading.",cited
